"contact_id","person_id","address","lat","lon","formatted_address","partial_match","address_type","location_type","postcode_localities","landmark_only","landmark"
"602325","663506","2400 marine avenue, redondo beach, ca, 90078, United States",33.8940352,-118.3696612,"2400 Marine Ave, Redondo Beach, CA 90278, USA",NA,"premise","ROOFTOP",NA,0,NA
"601065","662137","300 n willowbrook avenue, unincorporated area-los angeles county, ca, , United States",33.8971588,-118.2239758,"300 N Willowbrook Ave, Compton, CA 90220, USA",TRUE,"street_address","RANGE_INTERPOLATED",NA,0,NA
"603229","664542","300 e avenue i, unincorporated lancaster, ca, , United States",34.7036025,-118.1255737,"300 E Avenue I, Lancaster, CA 93535, USA",TRUE,"street_address","RANGE_INTERPOLATED",NA,0,NA
"606046","667614","11300 athens way, los angeles, ca, 90061, United States",33.9319938,-118.278872,"11300 Athens Way, Los Angeles, CA 90061, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"604978","666446","10 freeway and pacific avenue, west covina, ca, , United States",34.0745736,-117.9459957,"W Pacific Ave, West Covina, CA 91790, USA",TRUE,"route","GEOMETRIC_CENTER",NA,0,NA
"609858","671796","6300 compton avenue and gage avenue, unincorporated area-los angeles county, ca, 90001, United States",33.9828941,-118.2474473,"6300 Compton Ave, Los Angeles, CA 90001, USA",TRUE,"street_address","RANGE_INTERPOLATED",NA,0,NA
"611617","673803","800 w olympic boulevard, los angeles, ca, 90015, United States",34.0447954,-118.2652703,"Lucky Strike Bowling - Los Angeles, 800 W Olympic Blvd, Los Angeles, CA 90015, USA",NA,"premise","ROOFTOP",NA,0,NA
"610085","672049","foster road and studebaker road, norwalk, ca, , United States",33.9098369,-118.0993032,"Studebaker Rd & Foster Rd, Norwalk, CA 90650, USA",NA,"intersection","GEOMETRIC_CENTER",NA,0,NA
"610099","672064","alondra boulevard and maidstone avenue, norwalk, ca, , United States",33.8876657,-118.0868754,"Maidstone Ave & Alondra Blvd, Norwalk, CA 90650, USA",NA,"intersection","GEOMETRIC_CENTER",NA,0,NA
"612727","675002","11600 willowbrook avenue, los angeles, ca, , United States",33.9292345,-118.2378924,"11600 Willowbrook Ave, Los Angeles, CA 90059, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"612163","674399","1800 firestone boulevard, los angeles, ca, 90001, United States",33.9600011,-118.240727,"1800 Firestone Blvd, Los Angeles, CA 90001, USA",NA,"street_address","ROOFTOP",NA,0,NA
"612163","674397","1800 firestone boulevard, los angeles, ca, 90001, United States",33.9600011,-118.240727,"1800 Firestone Blvd, Los Angeles, CA 90001, USA",NA,"street_address","ROOFTOP",NA,0,NA
"616967","679650","20200 s santa fe avenue, compton, ca, , United States",33.8496882,-118.2120502,"20200 S Santa Fe Ave, Compton, CA 90221, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"622694","685964","7200 pacific boulevard, unincorporated los angeles, ca, 90255, United States",33.9738618,-118.2249763,"7200 Pacific Blvd, Huntington Park, CA 90255, USA",TRUE,"premise","ROOFTOP",NA,0,NA
"621556","684698","arroyo verde road and sycamor avenue, south pasadena, ca, , United States",34.1107611,-118.1755127,"Arroyo Verde Rd & Sycamore Ave, South Pasadena, CA 91030, USA",NA,"intersection","GEOMETRIC_CENTER",NA,0,"row s/o of arroyo verde, mile marker 5.7"
"626217","689853","18800 colima road, rowland heights, ca, 91748, United States",33.9876481,-117.8932551,"18800 Colima Rd, Rowland Heights, CA 91748, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"628340","692147","avalon boulevard and san pedro street, carson, ca, , United States",33.8868126,-118.2654585,"San Pedro St & Avalon Blvd, West Rancho Dominguez, CA 90248, USA",NA,"intersection","GEOMETRIC_CENTER",NA,0,NA
"630738","694778","12500 jamestown plaza, chino, ca, 91710, United States",34.0262047,-117.6583691,"12500 Jamestown Pl, Chino, CA 91710, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"634894","699315","16000 avenida padilla, irwindale, ca, , United States",34.1287041,-117.9332078,"16000 Avenida Padilla, Irwindale, CA 91702, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"637290","701901","1300 avenida cesar chavez, monterey park, ca, , United States",34.039215,-118.1490762,"1300 Avenida Cesar Chavez, Monterey Park, CA 91754, USA",NA,"street_address","ROOFTOP",NA,0,NA
"638280","703025","400 colorado avenue, santa monica, ca, , United States",34.0139104,-118.4919236,"400 Colorado Ave, Santa Monica, CA 90401, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,"dtsm station"
"638280","703031","400 colorado avenue, santa monica, ca, , United States",34.0139104,-118.4919236,"400 Colorado Ave, Santa Monica, CA 90401, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,"dtsm station"
"638680","703476","200 n first street, arcadia, ca, , United States",34.142277,-118.0284072,"200 N First Ave, Arcadia, CA 91006, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"639743","704606","710 freeway and pico street, long beach, ca, 90805, United States",33.7661706,-118.209419,"Pico Ave, Long Beach, CA, USA",TRUE,"route","GEOMETRIC_CENTER",NA,0,NA
"640859","705811","5000 tujunga avenue, north hollywood, ca, 91601, United States",34.16096,-118.37883,"5000 Tujunga Ave, North Hollywood, CA 91601, USA",NA,"street_address","ROOFTOP",NA,0,NA
"639577","704432","300 n willowbrook avenue, compton, ca, 90220, United States",33.8971588,-118.2239758,"300 N Willowbrook Ave, Compton, CA 90220, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"640757","705692","1000 w carson street, torrance, ca, , United States",33.828386,-118.2933579,"1000 W Carson St, Torrance, CA 90509, USA",NA,"street_address","ROOFTOP",NA,0,NA
"641063","706030","hillview and whittier, los angeles, ca, , United States",33.9791793,-118.032844,"Whittier, CA, USA",TRUE,"c(""locality"", ""political"")","APPROXIMATE",NA,0,NA
"641367","706361","1200 e 61st street and hooper avenue, los angeles, ca, 90001, United States",33.9843249,-118.2540247,"1200 E 61st St, Los Angeles, CA 90001, USA",TRUE,"street_address","RANGE_INTERPOLATED",NA,0,NA
"649130","715023","5500 rosemead, temple city, ca, 91780, United States",34.0993418,-118.0727448,"5500 Rosemead Blvd, Temple City, CA 91780, USA",NA,"premise","ROOFTOP",NA,0,NA
"648459","714265","2500 s saint andrews plaza, los angeles, ca, 90018, United States",34.0326903,-118.3113117,"2500 S St Andrews Pl, Los Angeles, CA 90018, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"648492","714303","6000 e olympic boulevard, los angeles, ca, , United States",34.0130754,-118.1438101,"6000 E Olympic Blvd, East Los Angeles, CA 90022, USA",NA,"premise","ROOFTOP",NA,0,NA
"650340","716377","1300 e slauson avenue, los angeles, ca, 90001, United States",33.9893436,-118.2521145,"1300 E Slauson Ave, Los Angeles, CA 90011, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"650340","716386","1300 e slauson avenue, los angeles, ca, 90001, United States",33.9893436,-118.2521145,"1300 E Slauson Ave, Los Angeles, CA 90011, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"650372","716403","1200 e florence avenue, los angeles, ca, 90001, United States",33.9744102,-118.2539186,"1200 E Florence Ave, Los Angeles, CA 90001, USA",NA,"premise","ROOFTOP",NA,0,NA
"650372","716405","1200 e florence avenue, los angeles, ca, 90001, United States",33.9744102,-118.2539186,"1200 E Florence Ave, Los Angeles, CA 90001, USA",NA,"premise","ROOFTOP",NA,0,NA
"650372","716407","1200 e florence avenue, los angeles, ca, 90001, United States",33.9744102,-118.2539186,"1200 E Florence Ave, Los Angeles, CA 90001, USA",NA,"premise","ROOFTOP",NA,0,NA
"650380","716413","1900 e florence avenue, los angeles, ca, 90001, United States",33.9745336,-118.2387599,"1900 E Florence Ave, Los Angeles, CA 90001, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"652130","718376","29300 the old road and biscaluz drive, castaic, ca, 91384, United States",34.449138,-118.6133923,"29300 The Old Rd, Valencia, CA 91355, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"658520","725396","43600 stanridge avenue, lancaster, ca, 93535, United States",34.675651,-118.127778,"43600 Stanridge Ave, Lancaster, CA 93535, USA",NA,"street_address","ROOFTOP",NA,0,NA
"659280","726207","11600 willowbrook avenue, unincorporated area-los angeles county, ca, , United States",33.9292345,-118.2378924,"11600 Willowbrook Ave, Los Angeles, CA 90059, USA",TRUE,"street_address","RANGE_INTERPOLATED",NA,0,NA
"672422","740773","largo vista road and lower service, unincorporated lancaster, ca, 93554, United States",35.3901517,-117.7607932,"Johannesburg, CA 93554, USA",TRUE,"postal_code","APPROXIMATE","c(""Garlock"", ""Goler Heights"", ""Johannesburg"", ""Old Garlock"", ""Randsburg"")",0,NA
"672422","740776","largo vista road and lower service, unincorporated lancaster, ca, 93554, United States",35.3901517,-117.7607932,"Johannesburg, CA 93554, USA",TRUE,"postal_code","APPROXIMATE","c(""Garlock"", ""Goler Heights"", ""Johannesburg"", ""Old Garlock"", ""Randsburg"")",0,NA
"673289","741708","185th St East and E Ave H 12, unincorporated lancaster, ca, 93535, United States",34.708668,-117.8006254,"185th St E & E Ave H 12, California 93535, USA",TRUE,"intersection","GEOMETRIC_CENTER",NA,0,NA
"675001","743597","14800 e avenue s, llano, ca, 93533, United States",34.5580095,-117.8584376,"14800 E Avenue S, Llano, CA 93544, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"673947","742422","180th street e and avenue t, llano, ca, 93435, United States",34.5423348,-117.8092897,"180th St E & Ave T, California 93544, USA",NA,"intersection","GEOMETRIC_CENTER",NA,0,NA
"673947","742425","180th street e and avenue t, llano, ca, 93435, United States",34.5423348,-117.8092897,"180th St E & Ave T, California 93544, USA",NA,"intersection","GEOMETRIC_CENTER",NA,0,NA
"675092","743688","bandera street and firestone boulevard, unincorporated area-los angeles county, ca, , United States",33.9601524,-118.2396958,"Bandera St & Firestone Blvd, Florence-Graham, CA 90001, USA",TRUE,"intersection","GEOMETRIC_CENTER",NA,0,NA
"674380","742885","165th street east and east avenue s, palmdale, ca, 93533, United States",34.55798,-117.835544,"E Avenue S & 165th St E, California 93544, USA",NA,"intersection","GEOMETRIC_CENTER",NA,0,NA
"675224","743845","2100 e 130th street, compton, ca, 90222, United States",33.9143961,-118.2343604,"2100 E 130th St, Compton, CA 90222, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"674171","742655","bandera street and firestone boulevard, unincorporated area-los angeles county, ca, , United States",33.9601524,-118.2396958,"Bandera St & Firestone Blvd, Florence-Graham, CA 90001, USA",TRUE,"intersection","GEOMETRIC_CENTER",NA,0,NA
"677053","745856","8600 graham avenue, unincorporated area-los angeles county, ca, , United States",33.9602196,-118.243085,"8600 Graham Ave, Los Angeles, CA 90001, USA",TRUE,"street_address","RANGE_INTERPOLATED",NA,0,NA
"676341","745048","49200 w 265th street, lancaster, ca, 93535, United States",34.7311394,-117.8780275,"Lake Los Angeles, CA 93535, USA",TRUE,"postal_code","APPROXIMATE","c(""Hi Vista"", ""Lake Los Angeles"", ""Lancaster"", ""Palmdale"", ""Redman"", ""Roosevelt"", ""Wilsona Gardens"")",0,NA
"676342","745064","190th Street West and W Ave A, lancaster, ca, 93534, United States",34.8182592,-118.4668187,"190th St W & W Ave A, California 93536, USA",NA,"intersection","GEOMETRIC_CENTER",NA,0,NA
"678424","747458","13700 e proctor avenue, bassett, ca, , United States",34.0431133,-117.9938295,"13700 Proctor Ave, City of Industry, CA 91746, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"678852","747943","14000 olive view drive, sylmar, ca, 91342, United States",34.32447,-118.43965,"14000 Olive View Dr, Sylmar, CA 91342, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"678684","747759","1300 w 7th street, san pedro, ca, 90732, United States",33.7382583,-118.305098,"1300 W 7th St, San Pedro, CA 90732, USA",NA,"premise","ROOFTOP",NA,0,NA
"678725","747800","9400 dewey drive, garden grove, ca, 92841, United States",33.7995902,-117.9690336,"9400 Dewey Dr, Garden Grove, CA 92841, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"678746","747819","6700 walnut avenue, long beach, ca, 90712, United States",33.8773539,-118.1730434,"6700 Walnut Ave, Long Beach, CA 90805, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"688589","758831","11600 vermont avenue, hawthorne, ca, , United States",33.9293019,-118.2915858,"11600 Vermont Ave, Los Angeles, CA 90044, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"693189","764058","4400 colorado avenue, santa monica, ca, , United States",34.0358099,-118.4648198,"4400 Colorado Ave, Santa Monica, CA 90404, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"692127","762874","100 filmore, pasadena, ca, , United States",34.1329816,-118.1478723,"100 Fillmore St, Pasadena, CA 91105, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"692132","762884","10000 lanett avenue, unincorporated whittier, ca, 90605, United States",33.9438501,-118.0376336,"10000 Lanett Ave, Whittier, CA 90605, USA",TRUE,"street_address","RANGE_INTERPOLATED",NA,0,NA
"694047","765031","2200 e el segundo boulevard, el segundo, ca, , United States",33.9162751,-118.3873431,"2200 E El Segundo Blvd, El Segundo, CA 90245, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"697320","768664","200 santa fe street, pomona, ca, 91767, United States",34.0935036,-117.7498911,"200 Santa Fe St, Pomona, CA 91767, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"700329","772040","13000 valley boulevard, bassett, ca, , United States",34.0531078,-118.0022919,"13000 Valley Blvd, Bassett, CA 91746, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"700470","772193","300 palamos avenue, la puente, ca, , United States",34.0133656,-117.9007851,"300 Palamos Ave, La Puente, CA 91744, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"700329","772014","13000 valley boulevard, bassett, ca, , United States",34.0531078,-118.0022919,"13000 Valley Blvd, Bassett, CA 91746, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"700329","772018","13000 valley boulevard, bassett, ca, , United States",34.0531078,-118.0022919,"13000 Valley Blvd, Bassett, CA 91746, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"700329","772030","13000 valley boulevard, bassett, ca, , United States",34.0531078,-118.0022919,"13000 Valley Blvd, Bassett, CA 91746, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"699445","771054","11300 vermont avenue, south los angeles, ca, , United States",33.9320316,-118.2911675,"11300 Vermont Ave, Los Angeles, CA 90044, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"699445","771071","11300 vermont avenue, south los angeles, ca, , United States",33.9320316,-118.2911675,"11300 Vermont Ave, Los Angeles, CA 90044, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"701863","773843","5900 bartlett avenue, san gabriel, ca, 91775, United States",34.1064278,-118.079617,"5900 Bartlett Ave, San Gabriel, CA 91775, USA",NA,"premise","ROOFTOP",NA,0,NA
"704285","776467","1600 w avenue j, lancaster, ca, , United States",34.6882482,-118.1591527,"1600 W Ave J, Lancaster, CA 93534, USA",NA,"street_address","ROOFTOP",NA,0,NA
"710781","783718","12500 somerset street, unincorporated south el monte, ca, , United States",34.0519548,-118.0467339,"South El Monte, CA 91733, USA",TRUE,"c(""locality"", ""political"")","APPROXIMATE",NA,0,NA
"714180","787515","100 filmore street, pasadena, ca, , United States",34.1329816,-118.1478723,"100 Fillmore St, Pasadena, CA 91105, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"713921","787230","11500 long beach avenue, long beach, ca, 90262, United States",34.0099117,-118.2429809,"Long Beach Ave, Los Angeles, CA, USA",NA,"route","GEOMETRIC_CENTER",NA,0,NA
"715319","788795","3300 w olympic boulevard, los angeles, ca, , United States",34.0526405,-118.3090608,"3300 W Olympic Blvd, Los Angeles, CA 90019, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"715619","789129","41300 10th west street, lancaster, ca, , United States",34.6312644,-118.1476721,"41300 10th St W, Palmdale, CA 93551, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"715949","789519","4th street and colorado street, santa monica, ca, , United States",34.021824,-118.4821738,"Colorado Ave, Santa Monica, CA, USA",TRUE,"route","GEOMETRIC_CENTER",NA,0,"dtsm 4th st pax"
"717468","791196","1800 67th street, unincorporated area-los angeles county, ca, , United States",33.9784983,-118.3089806,"1800 W 67th St, Los Angeles, CA 90047, USA",TRUE,"street_address","RANGE_INTERPOLATED",NA,0,NA
"722011","796328","kinneola avenue and walnut street, pasadena, ca, , United States",34.1480577,-118.0869592,"N Kinneloa Ave & E Walnut St, Pasadena, CA 91107, USA",NA,"intersection","GEOMETRIC_CENTER",NA,0,NA
"722737","797137","3400 e 67th street, long beach, ca, 90805, United States",33.8762965,-118.1523595,"3400 E 67th St, Long Beach, CA 90805, USA",NA,"premise","ROOFTOP",NA,0,NA
"724514","799090","400 colorado avenue, santa monica, ca, , United States",34.0139104,-118.4919236,"400 Colorado Ave, Santa Monica, CA 90401, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"729492","804650","rosecrans avenue and alameda street, compton, ca, , United States",33.9034429,-118.2215343,"Alameda St & E Rosecrans Ave, Compton, CA 90220, USA",NA,"intersection","GEOMETRIC_CENTER",NA,0,NA
"730575","805884","8700 elba street, pico rivera, ca, 90660, United States",34.008001,-118.0863115,"8700 Elba St, Pico Rivera, CA 90660, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"732828","808347","77th street and central avenue, unincorporated area-los angeles county, ca, , United States",33.9698109,-118.25642,"E 77th St & S Central Ave, Los Angeles, CA 90001, USA",TRUE,"intersection","GEOMETRIC_CENTER",NA,0,NA
"733885","809491","holmes and 60th, los angeles, ca, , United States",33.98548,-118.241099,"Holmes & 60th St. (Northbound), Florence-Graham, CA 90001, USA",TRUE,"c(""establishment"", ""point_of_interest"", ""transit_station"")","GEOMETRIC_CENTER",NA,0,NA
"737874","814014","4100 n irwindale avenue, unincorporated covina, ca, , United States",34.0895286,-117.9340604,"4100 N Irwindale Ave, Covina, CA 91722, USA",TRUE,"street_address","RANGE_INTERPOLATED",NA,0,NA
"739139","815428","bell avenue and nadeau street, los angeles, ca, , United States",33.9674063,-118.2389584,"Bell Ave & Nadeau St, Florence-Graham, CA 90001, USA",NA,"intersection","GEOMETRIC_CENTER",NA,0,NA
"740725","817232","29300 the old road, castaic, ca, 91384, United States",34.4565094,-118.6171166,"29300 The Old Rd, Castaic, CA 91384, USA",NA,"street_address","ROOFTOP",NA,0,NA
"741777","818410","1300 w 96th street, los angeles, ca, 90044, United States",33.9484728,-118.2982677,"1300 W 96th St, Los Angeles, CA 90044, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"741791","818424","45100 spearman avenue, lancaster, ca, 93534, United States",34.7025,-118.132612,"45100 Spearman Ave, Lancaster, CA 93534, USA",NA,"premise","ROOFTOP",NA,0,NA
"741960","818599","1900 acacia avenue, compton, ca, , United States",33.8774504,-118.2244854,"1900 S Acacia Ave, Compton, CA 90220, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"740454","816918","central avenue and lanzit avenue, los angeles, ca, 90002, United States",33.935129,-118.2542294,"E Lanzit Ave & S Central Ave, Los Angeles, CA 90059, USA",NA,"intersection","GEOMETRIC_CENTER",NA,0,NA
"745019","822004","10800 s osage avenue, south los angeles, ca, 90304, United States",33.938208,-118.3461294,"10800 S Osage Ave, Lennox, CA 90304, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"744067","820932","avalon and imperial, los angeles, ca, , United States",33.930866,-118.264999,"Avalon / Imperial, Los Angeles, CA 90059, USA",NA,"c(""establishment"", ""point_of_interest"", ""transit_station"")","GEOMETRIC_CENTER",NA,0,NA
"747062","824347","400 n allen avenue, pasadena, ca, 91101, United States",34.1535361,-118.1131332,"400 Allen Ave, Pasadena, CA 91106, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"747062","824351","400 n allen avenue, pasadena, ca, 91101, United States",34.1535361,-118.1131332,"400 Allen Ave, Pasadena, CA 91106, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"746588","823799","imperial highway and compton avenue, los angeles, ca, , United States",33.929493,-118.2462716,"Imperial Hwy. & Compton Ave, Los Angeles, CA 90059, USA",NA,"intersection","GEOMETRIC_CENTER",NA,0,NA
"749215","826725","900 n citrus avenue, azusa, ca, , United States",34.0960196,-117.8898842,"900 N Citrus Ave, Covina, CA 91722, USA",NA,"premise","ROOFTOP",NA,0,NA
"753218","831193","imperial highway and mona boulevard, willowbrook, ca, , United States",33.9289295,-118.2303016,"Imperial Hwy. & Mona Blvd, Willowbrook, CA 90059, USA",NA,"intersection","GEOMETRIC_CENTER",NA,0,NA
"752936","830876","10600 imperial highway, norwalk, ca, 90650, United States",33.9167394,-118.1076829,"10600 Imperial Hwy., Norwalk, CA 90650, USA",NA,"premise","ROOFTOP",NA,0,NA
"752936","830877","10600 imperial highway, norwalk, ca, 90650, United States",33.9167394,-118.1076829,"10600 Imperial Hwy., Norwalk, CA 90650, USA",NA,"premise","ROOFTOP",NA,0,NA
"752936","830879","10600 imperial highway, norwalk, ca, 90650, United States",33.9167394,-118.1076829,"10600 Imperial Hwy., Norwalk, CA 90650, USA",NA,"premise","ROOFTOP",NA,0,NA
"752936","830880","10600 imperial highway, norwalk, ca, 90650, United States",33.9167394,-118.1076829,"10600 Imperial Hwy., Norwalk, CA 90650, USA",NA,"premise","ROOFTOP",NA,0,NA
"752936","830881","10600 imperial highway, norwalk, ca, 90650, United States",33.9167394,-118.1076829,"10600 Imperial Hwy., Norwalk, CA 90650, USA",NA,"premise","ROOFTOP",NA,0,NA
"752936","830883","10600 imperial highway, norwalk, ca, 90650, United States",33.9167394,-118.1076829,"10600 Imperial Hwy., Norwalk, CA 90650, USA",NA,"premise","ROOFTOP",NA,0,NA
"752974","830926","2000 e imperial highway, los angeles, ca, , United States",33.9288724,-118.2371811,"LACMTA Rail Operations Control, 2000 E Imperial Hwy, Los Angeles, CA 90059, USA",NA,"premise","ROOFTOP",NA,0,NA
"755106","833247","300 n lake avenue, pasadena, ca, , United States",34.1618617,-118.1320372,"300 N Lake Ave, Pasadena, CA 91101, USA",NA,"street_address","ROOFTOP",NA,0,NA
"759763","838418","holmes avenue and gage avenue, unincorporated area-los angeles county, ca, , United States",33.9820213,-118.2411984,"Holmes Ave & Gage Ave, Florence-Graham, CA 90001, USA",TRUE,"intersection","GEOMETRIC_CENTER",NA,0,NA
"763033","841973","3000 manhattan avenue, manhattan beach, ca, , United States",33.8965284,-118.4168892,"3000 Manhattan Ave, Manhattan Beach, CA 90266, USA",NA,"premise","ROOFTOP",NA,0,NA
"762122","840951","10400 whittier boulevard, whittier, ca, , United States",33.9924813,-118.0678771,"10400 Whittier Blvd, Whittier, CA 90606, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"764426","843455","holmes avenue and gage avenue, unincorporated area-los angeles county, ca, , United States",33.9820213,-118.2411984,"Holmes Ave & Gage Ave, Florence-Graham, CA 90001, USA",TRUE,"intersection","GEOMETRIC_CENTER",NA,0,NA
"767205","846485","1400 cesar chavez avenue, los angeles, ca, , United States",34.0401544,-118.1504212,"1400 Avenida Cesar Chavez, Monterey Park, CA 91754, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"765873","845024","3500 redondo beach boulevard, unincorporated lawndale, ca, , United States",33.8803477,-118.3334111,"3500 Redondo Beach Blvd, Torrance, CA 90504, USA",TRUE,"street_address","RANGE_INTERPOLATED",NA,0,NA
"767052","846321","11600 willowbrookk avenue, lynwood, ca, 90059, United States",33.9292345,-118.2378924,"11600 Willowbrook Ave, Los Angeles, CA 90059, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"767835","847180","flower street and alameda avenue, burbank, ca, , United States",34.1714481,-118.3030937,"W Alameda Ave & S Flower St, Burbank, CA 91502, USA",NA,"intersection","GEOMETRIC_CENTER",NA,0,NA
"767611","846919","1800 firestone boulevard, unincorporated area-los angeles county, ca, 90001, United States",33.9600011,-118.240727,"1800 Firestone Blvd, Los Angeles, CA 90001, USA",TRUE,"street_address","ROOFTOP",NA,0,NA
"769239","848746","600 e harding street, harbor city, ca, , United States",33.8672684,-118.1851035,"600 E Harding St, Long Beach, CA 90805, USA",TRUE,"street_address","RANGE_INTERPOLATED",NA,0,NA
"770526","850136","alameda street and elm street, carson, ca, , United States",33.9007015,-118.2211079,"Alameda St & E Elm St, Compton, CA 90220, USA",NA,"intersection","GEOMETRIC_CENTER",NA,0,NA
"771231","850919","39800 calle carona, green valley, ca, 91390, United States",34.6185861,-118.4062176,"Cll Carona, Green Valley, CA 91390, USA",NA,"route","GEOMETRIC_CENTER",NA,0,NA
"774395","854460","24300 railroad avenue, santa clarita, ca, , United States",34.3800728,-118.5272234,"24300 Railroad Ave, Santa Clarita, CA 91321, USA",NA,"premise","ROOFTOP",NA,0,"newhall mtlk"
"773476","853437","700 w 41st drive, los angeles, ca, 90037, United States",34.0085064,-118.2861688,"700 W 41st Dr, Los Angeles, CA 90037, USA",NA,"premise","ROOFTOP",NA,0,NA
"777589","857994","1200 59th street, unincorporated area-los angeles county, ca, , United States",33.9872891,-118.2960396,"1200 W 59th St, Los Angeles, CA 90044, USA",TRUE,"premise","ROOFTOP",NA,0,NA
